ID;N°samples > 10 reads;Median;Chromosome;Start;End;Strand;
hsa-miR-4262-3p:Novel;6;1.37;2;11836933;11836986;-;
hsa-miR-4263;110;9.42;2;27996367;27996449;+;
hsa-miR-4263-5p:Novel;25;2.03;2;27996367;27996449;+;
hsa-miR-4264;0;0.00;2;79649294;79649359;-;
hsa-miR-4264-3p:Novel;6;0.79;2;79649294;79649359;-;
hsa-miR-4265;64;5.82;2;109141490;109141588;-;
hsa-miR-4265-5p:Novel;6;1.76;2;109141490;109141588;-;
hsa-miR-4266;8;0.70;2;109313571;109313625;-;
hsa-miR-4266-5p:Novel;2;0.00;2;109313571;109313625;-;
hsa-miR-4267;6;1.39;2;110069961;110070042;-;
hsa-miR-4267-3p:Novel;43;3.26;2;110069961;110070042;-;
hsa-miR-4268;33;0.58;2;219906502;219906565;-;
hsa-miR-4268-5p:Novel;5;1.31;2;219906502;219906565;-;
hsa-miR-4269;28;3.05;2;239305462;239305545;+;
hsa-miR-4269-3p:Novel;10;1.76;2;239305462;239305545;+;
hsa-miR-4270;37;3.93;3;15496239;15496308;-;
hsa-miR-4270-3p:Novel;70;5.62;3;15496239;15496308;-;
hsa-miR-4271;69;3.78;3;49274120;49274186;+;
hsa-miR-4271-5p:Novel;53;4.58;3;49274120;49274186;+;
hsa-miR-4272;0;0.00;3;67225464;67225527;+;
hsa-miR-4272-5p:Novel;1;0.00;3;67225464;67225527;+;
hsa-miR-4273;12;1.48;3;75738280;75738363;+;
hsa-miR-4273-3p:Novel;2;0.96;3;75738280;75738363;+;
hsa-miR-4274;97;7.96;4;7460028;7460118;+;
hsa-miR-4274-5p:Novel;47;4.71;4;7460028;7460118;+;
hsa-miR-4275;1;0.00;4;28819582;28819668;+;
hsa-miR-4275-3p:Novel;9;1.17;4;28819582;28819668;+;
hsa-miR-4276;0;0.00;4;174423795;174423864;+;
hsa-miR-4276-3p:Novel;160;15.53;4;174423795;174423864;+;
hsa-miR-4277;125;10.49;5;1708785;1708868;-;
hsa-miR-4277-3p:Novel;6;1.72;5;1708785;1708868;-;
hsa-miR-4278;0;0.00;5;6827853;6827921;-;
hsa-miR-4278-5p:Novel;4;0.00;5;6827853;6827921;-;
hsa-miR-4279;79;6.95;5;31936102;31936159;-;
hsa-miR-4279-5p:Novel;16;2.99;5;31936102;31936159;-;
hsa-miR-4280;0;0.00;5;87114879;87114954;-;
hsa-miR-4280-3p:Novel;48;2.67;5;87114879;87114954;-;
hsa-miR-4281;149;15.71;5;176629439;176629500;-;
hsa-miR-4281-5p:Novel;3;0.90;5;176629439;176629500;-;
hsa-miR-4282;1;0.37;6;72967687;72967753;-;
hsa-miR-4282-5p:Novel;1;0.00;6;72967687;72967753;-;
hsa-miR-4283;139;11.59;7;63621090;63621169;+;
hsa-miR-4283-3p:Novel;103;8.81;7;63621090;63621169;+;
hsa-miR-4284;12;2.36;7;73711317;73711397;+;
hsa-miR-4284-3p:Novel;226;84.02;7;73711317;73711397;+;
hsa-miR-4285;21;2.67;7;102293103;102293187;+;
hsa-miR-4285-3p:Novel;101;8.72;7;102293103;102293187;+;
hsa-miR-4286;0;0.00;8;10666978;10667070;+;
hsa-miR-4286-3p:Novel;134;12.36;8;10666978;10667070;+;
hsa-miR-4287;0;0.00;8;27886039;27886116;-;
hsa-miR-4287-3p:Novel;10;1.65;8;27886039;27886116;-;
hsa-miR-4288;74;4.64;8;28505116;28505182;-;
hsa-miR-4288-5p:Novel;13;1.74;8;28505116;28505182;-;
hsa-miR-4289;1;0.25;9;88745836;88745905;-;
hsa-miR-4289-3p:Novel;45;3.58;9;88745836;88745905;-;
hsa-miR-429;50;1.25;1;1169005;1169087;+;
hsa-miR-429-5p:Novel;28;2.74;1;1169005;1169087;+;
hsa-miR-4290;159;13.05;9;90023441;90023535;-;
hsa-miR-4290-5p:Novel;107;8.68;9;90023441;90023535;-;
hsa-miR-4291;20;3.44;9;93819357;93819421;+;
hsa-miR-4291-3p:Novel;28;4.20;9;93819357;93819421;+;
hsa-miR-4292;5;0.93;9;136830957;136831023;+;
hsa-miR-4292-5p:Novel;1;0.00;9;136830957;136831023;+;
hsa-miR-4293;20;2.62;10;14383200;14383277;-;
hsa-miR-4293-5p:Novel;20;2.70;10;14383200;14383277;-;
hsa-miR-4294;1;0.32;10;48985512;48985587;-;
hsa-miR-4294-3p:Novel;53;3.02;10;48985512;48985587;-;
hsa-miR-4295;22;2.51;10;112634170;112634254;+;
hsa-miR-4295-3p:Novel;18;1.11;10;112634170;112634254;+;
hsa-miR-4296;67;4.89;10;125032783;125032870;-;
hsa-miR-4296-3p:Novel;55;3.77;10;125032783;125032870;-;
hsa-miR-4297;7;1.22;10;129843299;129843374;-;
hsa-miR-4297-3p:Novel;16;2.36;10;129843299;129843374;-;
hsa-miR-4298;4;0.36;11;1859464;1859536;-;
hsa-miR-4298-3p:Novel;28;2.63;11;1859464;1859536;-;
hsa-miR-4299;2;0.00;11;11656651;11656722;-;
hsa-miR-4299-5p:Novel;2;1.01;11;11656651;11656722;-;
hsa-miR-4300;31;2.96;11;81890741;81890836;-;
hsa-miR-4300-5p:Novel;52;4.32;11;81890741;81890836;-;
hsa-miR-4301;13;1.00;11;113450023;113450088;-;
hsa-miR-4301-3p:Novel;45;4.58;11;113450023;113450088;-;
hsa-miR-4302;1;0.00;12;25874020;25874079;-;
hsa-miR-4302-3p:Novel;90;7.15;12;25874020;25874079;-;
hsa-miR-4303;9;0.34;12;97995383;97995448;-;
hsa-miR-4303-3p:Novel;40;3.89;12;97995383;97995448;-;
hsa-miR-4304;24;2.27;12;123010667;123010728;-;
hsa-miR-4304-3p:Novel;3;0.89;12;123010667;123010728;-;
hsa-miR-4305;10;1.57;13;39664034;39664135;-;
hsa-miR-4305-3p:Novel;42;2.30;13;39664034;39664135;-;
hsa-miR-4306;23;2.83;13;99643059;99643149;+;
hsa-miR-4306-5p:Novel;154;14.42;13;99643059;99643149;+;
hsa-miR-4307;6;0.32;14;26908642;26908725;+;
hsa-miR-4307-5p:Novel;1;0.07;14;26908642;26908725;+;
hsa-miR-4308;6;1.16;14;54878113;54878193;-;
hsa-miR-4308-5p:Novel;3;0.49;14;54878113;54878193;-;
hsa-miR-4309;168;17.74;14;102539644;102539726;+;
hsa-miR-4309-3p:Novel;142;15.03;14;102539644;102539726;+;
hsa-miR-431-3p;16;0.62;14;100881007;100881120;+;
hsa-miR-431-5p;8;0.44;14;100881007;100881120;+;
hsa-miR-4310;8;0.58;15;41866495;41866551;-;
hsa-miR-4310-5p:Novel;17;0.33;15;41866495;41866551;-;
hsa-miR-4311;184;21.88;15;66040233;66040332;+;
hsa-miR-4311-3p:Novel;111;9.61;15;66040233;66040332;+;
hsa-miR-4312;21;3.51;15;68801850;68801925;-;
hsa-miR-4312-5p:Novel;25;3.09;15;68801850;68801925;-;
hsa-miR-4313;133;11.92;15;75762215;75762315;-;
hsa-miR-4313-3p:Novel;162;14.56;15;75762215;75762315;-;
hsa-miR-4314;21;3.12;17;8088056;8088147;+;
hsa-miR-4314-3p:Novel;80;7.39;17;8088056;8088147;+;
hsa-miR-4315;10;1.67;17;64822030;64822102;-;
hsa-miR-4315-3p:Novel;15;1.99;17;64822030;64822102;-;
hsa-miR-4316;42;4.53;17;77396984;77397054;-;
hsa-miR-4316-3p:Novel;26;3.27;17;77396984;77397054;-;
hsa-miR-4317;4;0.00;18;6374361;6374425;-;
hsa-miR-4317-3p:Novel;31;2.09;18;6374361;6374425;-;
hsa-miR-4318;6;0.23;18;37657135;37657215;+;
hsa-miR-4318-5p:Novel;29;0.00;18;37657135;37657215;+;
hsa-miR-4319;1;0.00;18;44970082;44970166;-;
hsa-miR-4319-3p:Novel;18;1.57;18;44970082;44970166;-;
hsa-miR-432-3p;3;0.64;14;100884483;100884576;+;
hsa-miR-432-5p;8;1.24;14;100884483;100884576;+;
hsa-miR-4320;14;1.51;18;50126499;50126563;-;
hsa-miR-4320-5p:Novel;5;0.00;18;50126499;50126563;-;
hsa-miR-4321;7;1.54;19;2250639;2250718;+;
hsa-miR-4321-5p:Novel;14;0.57;19;2250639;2250718;+;
hsa-miR-4322;47;3.87;19;10230413;10230485;+;
hsa-miR-4322-5p:Novel;70;6.54;19;10230413;10230485;+;
hsa-miR-4323;60;3.22;19;42133445;42133513;-;
hsa-miR-4323-5p:Novel;8;1.63;19;42133445;42133513;-;
hsa-miR-4324;8;1.27;19;49308797;49308868;-;
hsa-miR-4324-5p:Novel;59;3.65;19;49308797;49308868;-;
hsa-miR-4325;21;2.66;20;57321502;57321591;-;
hsa-miR-4325-3p:Novel;28;1.94;20;57321502;57321591;-;
hsa-miR-4326;138;13.21;20;63286808;63286866;+;
hsa-miR-4326-5p:Novel;191;25.38;20;63286808;63286866;+;
hsa-miR-4327;62;1.73;21;30375294;30375378;-;
hsa-miR-4327-3p:Novel;137;13.66;21;30375294;30375378;-;
hsa-miR-4328;14;0.60;X;78901194;78901249;-;
hsa-miR-4328-5p:Novel;5;0.00;X;78901194;78901249;-;
hsa-miR-4329;101;8.30;X;112780718;112780788;-;
hsa-miR-4329-5p:Novel;8;0.74;X;112780718;112780788;-;
hsa-miR-433-3p;0;0.00;14;100881886;100881978;+;
hsa-miR-433-5p;3;0.53;14;100881886;100881978;+;
hsa-miR-4330;101;8.14;X;151168222;151168326;+;
hsa-miR-4330-5p:Novel;62;5.23;X;151168222;151168326;+;
hsa-miR-4418;160;18.70;1;22266239;22266300;+;
hsa-miR-4418-5p:Novel;11;0.30;1;22266239;22266300;+;
hsa-miR-4420;20;0.69;1;30739156;30739232;-;
hsa-miR-4420-5p:Novel;13;2.05;1;30739156;30739232;-;
hsa-miR-4421;77;4.83;1;51059837;51059905;+;
hsa-miR-4421-5p:Novel;26;0.60;1;51059837;51059905;+;
hsa-miR-4422;25;0.76;1;55225641;55225723;+;
hsa-miR-4422-3p:Novel;4;1.03;1;55225641;55225723;+;
hsa-miR-4423-3p;0;0.00;1;85133794;85133873;+;
hsa-miR-4423-5p;0;0.00;1;85133794;85133873;+;
hsa-miR-4424;3;0.00;1;178677749;178677834;+;
hsa-miR-4424-3p:Novel;1;0.00;1;178677749;178677834;+;
hsa-miR-4425;46;4.62;1;25023503;25023586;+;
hsa-miR-4425-5p:Novel;21;2.42;1;25023503;25023586;+;
hsa-miR-4426;27;0.77;1;192716328;192716390;+;
hsa-miR-4426-3p:Novel;33;2.79;1;192716328;192716390;+;
hsa-miR-4427;1;0.00;1;233624152;233624219;+;
hsa-miR-4427-5p:Novel;17;1.80;1;233624152;233624219;+;
hsa-miR-4428;53;4.20;1;237471119;237471191;+;
hsa-miR-4428-5p:Novel;3;0.71;1;237471119;237471191;+;
hsa-miR-4429;16;1.30;2;11540605;11540677;-;
hsa-miR-4429-3p:Novel;102;8.71;2;11540605;11540677;-;
hsa-miR-4430;16;2.00;2;33418516;33418564;+;
hsa-miR-4430-3p:Novel;54;4.89;2;33418516;33418564;+;
hsa-miR-4431;129;11.76;2;52702522;52702615;-;
hsa-miR-4431-3p:Novel;30;2.49;2;52702522;52702615;-;
hsa-miR-4432;29;2.16;2;60387362;60387445;-;
hsa-miR-4432-5p:Novel;2;0.26;2;60387362;60387445;-;
hsa-miR-4433a-3p;11;1.66;2;64340759;64340839;+;
hsa-miR-4433a-5p;2;0.00;2;64340759;64340839;+;
hsa-miR-4433b-3p;26;2.97;2;64340747;64340848;-;
hsa-miR-4433b-5p;0;0.00;2;64340747;64340848;-;
hsa-miR-4434;6;0.65;2;64525513;64525565;+;
hsa-miR-4434-3p:Novel;4;0.00;2;64525513;64525565;+;
hsa-miR-4435;6;0.83;2;111321013;111321086;-;
hsa-miR-4435-3p:Novel;5;1.29;2;111321013;111321086;-;
hsa-miR-4436a;11;2.20;2;88812370;88812454;+;
hsa-miR-4436a-5p:Novel;18;2.40;2;88812370;88812454;+;
hsa-miR-4436b-3p;83;7.52;2;110284853;110284943;+;
hsa-miR-4436b-5p;108;9.34;2;110284853;110284943;+;
hsa-miR-4437;228;53.59;2;181305593;181305652;-;
hsa-miR-4437-5p:Novel;1;0.37;2;181305593;181305652;-;
hsa-miR-4438;9;1.42;2;213758067;213758159;+;
hsa-miR-4438-5p:Novel;5;0.26;2;213758067;213758159;+;
hsa-miR-4439;0;0.00;2;225010461;225010540;-;
hsa-miR-4439-3p:Novel;4;0.17;2;225010461;225010540;-;
hsa-miR-4440;10;1.20;2;239068817;239068914;-;
hsa-miR-4440-5p:Novel;41;2.51;2;239068817;239068914;-;
hsa-miR-4441;189;23.72;2;239085827;239085926;-;
hsa-miR-4441-5p:Novel;76;6.63;2;239085827;239085926;-;
hsa-miR-4442;11;3.08;3;25664873;25664939;-;
hsa-miR-4442-5p:Novel;1;0.00;3;25664873;25664939;-;
hsa-miR-4443;21;0.59;3;48196564;48196616;+;
hsa-miR-4443-3p:Novel;96;7.38;3;48196564;48196616;+;
hsa-miR-4444;21;1.67;3;75214476;75214549;+;
hsa-miR-4444-5p:Novel;10;0.59;3;75214476;75214549;+;
hsa-miR-4445-3p;2;0.00;3;109602828;109602897;+;
hsa-miR-4445-5p;1;0.00;3;109602828;109602897;+;
hsa-miR-4446-3p;1;0.00;3;113594876;113594942;+;
hsa-miR-4446-5p;0;0.00;3;113594876;113594942;+;
hsa-miR-4447;16;1.88;3;116850277;116850367;-;
hsa-miR-4447-5p:Novel;58;3.55;3;116850277;116850367;-;
hsa-miR-4448;12;0.32;3;183886800;183886885;+;
hsa-miR-4448-5p:Novel;43;3.15;3;183886800;183886885;+;
hsa-miR-4449;209;37.03;4;52712682;52712747;+;
hsa-miR-4449-5p:Novel;5;1.25;4;52712682;52712747;+;
hsa-miR-4450;0;0.00;4;76573568;76573632;+;
hsa-miR-4450-3p:Novel;24;1.76;4;76573568;76573632;+;
hsa-miR-4451;17;2.31;4;85722468;85722533;+;
hsa-miR-4451-5p:Novel;202;30.04;4;85722468;85722533;+;
hsa-miR-4452;115;9.72;4;86542482;86542552;-;
hsa-miR-4452-5p:Novel;2;0.00;4;86542482;86542552;-;
hsa-miR-4453;54;5.47;4;152536428;152536516;+;
hsa-miR-4453-3p:Novel;122;10.49;4;152536428;152536516;+;
hsa-miR-4454;1;0.00;4;163093574;163093628;-;
hsa-miR-4454-3p:Novel;36;2.09;4;163093574;163093628;-;
hsa-miR-4455;0;0.87;4;184938383;184938440;-;
hsa-miR-4455-3p:Novel;22;1.04;4;184938383;184938440;-;
hsa-miR-4456;1;0.54;5;535840;535882;-;
hsa-miR-4456-3p:Novel;8;0.70;5;535840;535882;-;
hsa-miR-4457;10;2.13;5;1309310;1309377;-;
hsa-miR-4457-5p:Novel;0;0.15;5;1309310;1309377;-;
hsa-miR-4458;2;0.00;5;8460925;8460999;+;
hsa-miR-4458-3p:Novel;26;3.76;5;8460925;8460999;+;
hsa-miR-4460;2;1.10;5;129397062;129397147;-;
hsa-miR-4460-3p:Novel;36;2.86;5;129397062;129397147;-;
hsa-miR-4462;26;3.34;6;37555365;37555422;-;
hsa-miR-4462-5p:Novel;10;1.61;6;37555365;37555422;-;
hsa-miR-4463;33;2.40;6;75428407;75428473;+;
hsa-miR-4463-5p:Novel;15;2.29;6;75428407;75428473;+;
hsa-miR-4464;7;0.05;6;90312742;90312833;+;
hsa-miR-4464-3p:Novel;9;0.63;6;90312742;90312833;+;
hsa-miR-4465;1;0.00;6;140683814;140683883;+;
hsa-miR-4465-5p:Novel;1;0.26;6;140683814;140683883;+;
hsa-miR-4466;40;3.49;6;156779678;156779731;-;
hsa-miR-4466-3p:Novel;190;33.33;6;156779678;156779731;-;
hsa-miR-4467;15;1.41;7;102471469;102471531;+;
hsa-miR-4467-3p:Novel;42;3.54;7;102471469;102471531;+;
hsa-miR-4468;36;2.75;7;138123758;138123821;+;
hsa-miR-4468-5p:Novel;2;0.35;7;138123758;138123821;+;
hsa-miR-4469;21;2.95;8;42896197;42896275;-;
hsa-miR-4469-5p:Novel;60;5.23;8;42896197;42896275;-;
hsa-miR-4470;28;1.63;8;61714788;61714859;+;
hsa-miR-4470-5p:Novel;6;0.90;8;61714788;61714859;+;
hsa-miR-4471;68;5.48;8;100382763;100382845;+;
hsa-miR-4471-5p:Novel;3;0.00;8;100382763;100382845;+;
hsa-miR-4472;150;12.40;8;142176339;142176418;+;
hsa-miR-4472-1-5p:Novel;19;1.04;8;142176339;142176418;+;
hsa-miR-4472-2-3p:Novel;30;3.78;12;116428252;116428318;-;
hsa-miR-4473;34;1.79;9;20411148;20411238;-;
hsa-miR-4473-5p:Novel;3;0.44;9;20411148;20411238;-;
hsa-miR-4474-3p;10;0.70;9;20502265;20502342;-;
hsa-miR-4474-5p;0;0.00;9;20502265;20502342;-;
hsa-miR-4475;7;0.62;9;36823539;36823599;-;
hsa-miR-4475-5p:Novel;0;0.00;9;36823539;36823599;-;
hsa-miR-4476;15;2.41;9;36893462;36893531;-;
hsa-miR-4476-5p:Novel;66;1.02;9;36893462;36893531;-;
hsa-miR-4477a;5;0.93;9;63819574;63819654;-;
hsa-miR-4477b-3p:Novel;2;0.00;9;63819574;63819654;+;
hsa-miR-4477b-5p:Novel;3;0.39;9;63819574;63819654;+;
hsa-miR-4478;13;1.36;9;122120082;122120167;-;
hsa-miR-4478-3p:Novel;27;2.57;9;122120082;122120167;-;
hsa-miR-4479;26;3.14;9;136886733;136886803;+;
hsa-miR-4479-5p:Novel;8;1.13;9;136886733;136886803;+;
hsa-miR-448;14;1.79;X;114823454;114823564;+;
hsa-miR-448-5p:Novel;31;2.75;X;114823454;114823564;+;
hsa-miR-4480;10;1.00;10;12578753;12578823;+;
hsa-miR-4480-5p:Novel;0;0.00;10;12578753;12578823;+;
hsa-miR-4481;0;0.00;10;12653138;12653197;-;
hsa-miR-4481-3p:Novel;18;2.20;10;12653138;12653197;-;
hsa-miR-4482-3p;0;0.00;10;104268336;104268405;-;
hsa-miR-4482-5p;17;1.75;10;104268336;104268405;-;
hsa-miR-4483;0;0.00;10;113777993;113778054;-;
hsa-miR-4483-5p:Novel;16;0.67;10;113777993;113778054;-;
hsa-miR-4484;28;2.04;10;125819740;125819822;+;
hsa-miR-4484-5p:Novel;17;2.10;10;125819740;125819822;+;
hsa-miR-4485-3p;5;0.84;11;10508270;10508326;-;
hsa-miR-4485-5p;3;0.00;11;10508270;10508326;-;
hsa-miR-4486;0;0.00;11;19575310;19575372;+;
hsa-miR-4486-3p:Novel;83;7.13;11;19575310;19575372;+;
hsa-miR-4487;228;78.22;11;47400970;47401042;+;
hsa-miR-4487-5p:Novel;27;1.84;11;47400970;47401042;+;
hsa-miR-4488;44;0.68;11;61508596;61508657;+;
hsa-miR-4488-3p:Novel;204;58.65;11;61508596;61508657;+;
hsa-miR-4489;131;11.48;11;65649192;65649253;+;
hsa-miR-4489-3p:Novel;104;8.14;11;65649192;65649253;+;
hsa-miR-4490;4;0.82;11;90555774;90555857;-;
hsa-miR-4490-5p:Novel;4;0.00;11;90555774;90555857;-;
hsa-miR-4491;3;0.52;11;111347757;111347824;+;
hsa-miR-4491-5p:Novel;3;0.33;11;111347757;111347824;+;
hsa-miR-4492;27;2.64;11;118910708;118910787;+;
hsa-miR-4492-5p:Novel;165;17.48;11;118910708;118910787;+;
hsa-miR-4493;79;5.54;11;123381440;123381512;-;
hsa-miR-4493-5p:Novel;38;2.69;11;123381440;123381512;-;
hsa-miR-4494;190;21.26;12;47364186;47364269;-;
hsa-miR-4494-5p:Novel;33;2.57;12;47364186;47364269;-;
hsa-miR-4495;0;0.00;12;97939056;97939121;-;
hsa-miR-4495-3p:Novel;0;0.00;12;97939056;97939121;-;
hsa-miR-4496;6;1.14;12;108635810;108635870;+;
hsa-miR-4496-5p:Novel;94;8.13;12;108635810;108635870;+;
hsa-miR-4497;117;10.12;12;109833348;109833436;+;
hsa-miR-4497-3p:Novel;203;28.59;12;109833348;109833436;+;
hsa-miR-4498;2;1.42;12;120155434;120155499;-;
hsa-miR-4498-3p:Novel;29;2.52;12;120155434;120155499;-;
hsa-miR-4499;11;1.10;13;20433778;20433846;-;
hsa-miR-4499-3p:Novel;43;2.31;13;20433778;20433846;-;
hsa-miR-449a;10;0.12;5;55170532;55170622;-;
hsa-miR-449a-3p:Novel;50;3.96;5;55170532;55170622;-;
hsa-miR-449b-3p;1;0.00;5;55170646;55170742;-;
hsa-miR-449b-5p;8;1.26;5;55170646;55170742;-;
hsa-miR-449c-3p;0;0.00;5;55172262;55172353;-;
hsa-miR-449c-5p;22;3.35;5;55172262;55172353;-;
hsa-miR-4500;23;1.59;13;87618665;87618740;-;
hsa-miR-4500-5p:Novel;7;0.00;13;87618665;87618740;-;
hsa-miR-4501;7;0.00;13;96427229;96427292;+;
hsa-miR-4501-3p:Novel;8;1.23;13;96427229;96427292;+;
hsa-miR-4502;5;0.25;13;114273828;114273908;+;
hsa-miR-4502-5p:Novel;8;1.96;13;114273828;114273908;+;
hsa-miR-4503;0;0.00;14;36952309;36952391;-;
hsa-miR-4503-3p:Novel;2;0.00;14;36952309;36952391;-;
hsa-miR-4504;71;4.94;14;50299855;50299946;-;
hsa-miR-4504-5p:Novel;2;0.33;14;50299855;50299946;-;
hsa-miR-4505;224;47.68;14;73758747;73758819;+;
hsa-miR-4505-3p:Novel;105;8.92;14;73758747;73758819;+;
hsa-miR-4506;111;9.37;14;93948226;93948302;-;
hsa-miR-4506-5p:Novel;2;0.00;14;93948226;93948302;-;
hsa-miR-4507;17;2.30;14;105858124;105858175;-;
hsa-miR-4507-5p:Novel;7;0.85;14;105858124;105858175;-;
hsa-miR-4508;20;2.01;15;23562062;23562131;-;
hsa-miR-4508-3p:Novel;207;42.63;15;23562062;23562131;-;
hsa-miR-4509;37;3.90;15;28490752;28490845;-;
hsa-miR-4509-3p:Novel;39;4.27;15;28490752;28490845;-;
hsa-miR-450a-1-3p;0;0.00;X;134540341;134540431;-;
hsa-miR-450a-2-3p;3;0.00;X;134540508;134540607;-;
hsa-miR-450a-5p;10;1.02;X;134540508;134540607;-;
hsa-miR-450b-3p;0;0.00;X;134540185;134540262;-;
hsa-miR-450b-5p;0;0.00;X;134540185;134540262;-;
hsa-miR-4510;2;0.48;15;35926856;35926923;+;
hsa-miR-4510-3p:Novel;35;2.50;15;35926856;35926923;+;
hsa-miR-4511;10;1.65;15;65719246;65719332;-;
hsa-miR-4511-3p:Novel;58;4.18;15;65719246;65719332;-;
hsa-miR-4512;42;1.19;15;66496958;66497034;-;
hsa-miR-4512-5p:Novel;2;1.31;15;66496958;66497034;-;
hsa-miR-4513;66;4.92;15;74788672;74788757;-;
hsa-miR-4513-3p:Novel;139;11.70;15;74788672;74788757;-;
hsa-miR-4514;19;0.00;15;80997417;80997473;-;
hsa-miR-4514-3p:Novel;51;4.62;15;80997417;80997473;-;
hsa-miR-4515;73;5.27;15;83067335;83067415;+;
hsa-miR-4515-3p:Novel;12;2.10;15;83067335;83067415;+;
hsa-miR-4516;6;1.26;16;2133119;2133204;+;
hsa-miR-4516-3p:Novel;217;49.87;16;2133119;2133204;+;
hsa-miR-4517;14;1.12;16;28958583;28958661;+;
hsa-miR-4517-3p:Novel;11;0.60;16;28958583;28958661;+;
hsa-miR-4518;55;4.80;16;30503919;30504001;+;
hsa-miR-4518-5p:Novel;28;1.11;16;30503919;30504001;+;
hsa-miR-4519;65;0.59;16;30875266;30875323;-;
hsa-miR-4519-3p:Novel;37;1.78;16;30875266;30875323;-;
hsa-miR-451a;1;0.00;17;28861369;28861440;-;
hsa-miR-451a-3p:Novel;24;0.30;17;28861369;28861440;-;
hsa-miR-451b;7;0.00;17;28861371;28861438;+;
hsa-miR-451b-3p:Novel;22;0.40;17;28861371;28861438;+;
hsa-miR-452-3p;2;0.00;X;151959628;151959712;-;
hsa-miR-452-5p;14;0.96;X;151959628;151959712;-;
hsa-miR-4520-2-3p;4;0.00;17;6655449;6655502;+;
hsa-miR-4520-3p;130;10.92;17;6655440;6655509;-;
hsa-miR-4520-5p;9;0.93;17;6655449;6655502;+;
hsa-miR-4521;0;0.00;17;8186945;8187004;+;
hsa-miR-4521-3p:Novel;8;0.00;17;8186945;8187004;+;
hsa-miR-4522;74;6.91;17;27293910;27293996;-;
hsa-miR-4522-5p:Novel;19;1.82;17;27293910;27293996;-;
hsa-miR-4523;6;1.72;17;29390662;29390730;+;
hsa-miR-4523-3p:Novel;48;3.79;17;29390662;29390730;+;
hsa-miR-4524a-3p;0;0.00;17;69099564;69099632;-;
hsa-miR-4524a-5p;1;0.00;17;69099564;69099632;-;
hsa-miR-4524b-3p;1;0.00;17;69099542;69099656;+;
hsa-miR-4524b-5p;2;0.00;17;69099542;69099656;+;
hsa-miR-4525;0;0.00;17;82668233;82668307;-;
hsa-miR-4525-3p:Novel;54;3.70;17;82668233;82668307;-;
hsa-miR-4526;10;1.67;18;13611114;13611200;+;
hsa-miR-4526-5p:Novel;0;0.65;18;13611114;13611200;+;
hsa-miR-4527;7;1.22;18;47380496;47380565;+;
hsa-miR-4527-3p:Novel;91;7.05;18;47380496;47380565;+;
hsa-miR-4528;0;0.00;18;53237101;53237190;+;
hsa-miR-4528-5p:Novel;131;12.53;18;53237101;53237190;+;
hsa-miR-4529-3p;1;0.00;18;55479221;55479298;+;
hsa-miR-4529-5p;1;0.00;18;55479221;55479298;+;
hsa-miR-4530;54;4.36;19;39409623;39409678;-;
hsa-miR-4530-5p:Novel;53;2.98;19;39409623;39409678;-;
hsa-miR-4531;1;0.87;19;44653686;44653732;-;
hsa-miR-4531-5p:Novel;10;0.35;19;44653686;44653732;-;
hsa-miR-4533;63;5.08;20;60478111;60478181;+;
hsa-miR-4533-3p:Novel;42;4.60;20;60478111;60478181;+;
hsa-miR-4534;146;14.34;22;37988794;37988853;+;
hsa-miR-4534-5p:Novel;88;7.58;22;37988794;37988853;+;
hsa-miR-4535;17;1.69;22;48780295;48780353;+;
hsa-miR-4535-5p:Novel;21;0.66;22;48780295;48780353;+;
hsa-miR-4536-3p;0;0.00;X;55451495;55451582;+;
hsa-miR-4536-5p;1;0.00;X;55451495;55451582;+;
hsa-miR-4537;3;0.45;14;105859484;105859553;-;
hsa-miR-4537-3p:Novel;84;6.36;14;105859484;105859553;-;
hsa-miR-4538;1;0.49;14;105858165;105858242;-;
hsa-miR-4538-3p:Novel;62;4.58;14;105858165;105858242;-;
hsa-miR-4539;8;1.13;14;105857513;105857572;-;
hsa-miR-4539-5p:Novel;48;3.51;14;105857513;105857572;-;
hsa-miR-454-3p;14;1.64;17;59137758;59137872;-;
hsa-miR-454-5p;0;0.00;17;59137758;59137872;-;
hsa-miR-4540;5;0.35;9;36864254;36864308;-;
hsa-miR-4540-5p:Novel;0;0.00;9;36864254;36864308;-;
hsa-miR-455-3p;8;0.00;9;114209434;114209529;+;
hsa-miR-455-5p;15;1.11;9;114209434;114209529;+;
hsa-miR-4632-3p;6;0.00;1;12191713;12191773;+;
hsa-miR-4632-5p;197;31.63;1;12191713;12191773;+;
hsa-miR-4633-3p;1;0.62;5;129097688;129097766;+;
hsa-miR-4633-5p;3;0.41;5;129097688;129097766;+;
hsa-miR-4634;161;19.73;5;174751734;174751787;+;
hsa-miR-4634-5p:Novel;60;4.51;5;174751734;174751787;+;
hsa-miR-4635;26;2.58;5;1062896;1062974;-;
hsa-miR-4635-5p:Novel;32;1.15;5;1062896;1062974;-;
hsa-miR-4636;34;0.00;5;9053816;9053895;-;
hsa-miR-4636-3p:Novel;40;0.93;5;9053816;9053895;-;
hsa-miR-4637;1;0.00;5;14825929;14826012;-;
hsa-miR-4637-5p:Novel;7;0.00;5;14825929;14826012;-;
hsa-miR-4638-3p;43;2.42;5;181222566;181222633;-;
hsa-miR-4639-3p;0;0.00;6;16141556;16141624;+;
hsa-miR-4639-5p;4;0.79;6;16141556;16141624;+;
